Acta,resultado aceptable,Digitos,Precision,Caja,Votos CC,Votos MAS
10845,No,|['g', 'S', 'g', 'S']|,|[97.83817291259766, 93.29617309570312, 97.83817291259766, 93.29617309570312]|,|[[[[73, 2], [96, 2], [96, 46], [73, 46]]], [[[64, 265], [98, 265], [98, 301], [64, 301]]], [[[73, 2], [96, 2], [96, 46], [73, 46]]], [[[64, 265], [98, 265], [98, 301], [64, 301]]]]|,0,0
10846,No,|['Y', 'g', 'G', '6']|,|[49.205963134765625, 95.18540954589844, 45.995269775390625, 95.47813415527344]|,|[[[[90, 8], [104, 23], [90, 39], [75, 23]]], [[[118, 11], [140, 11], [140, 52], [118, 52]]], [[[67, 265], [94, 265], [94, 301], [67, 301]]], [[[118, 263], [140, 263], [142, 301], [120, 301]]]]|,0,6
10847,No,|['G', 'O', '6', 'S', 'G']|,|[86.30549621582031, 72.1028060913086, 95.27752685546875, 76.56745910644531, 86.30549621582031]|,|[[[[74, 261], [104, 261], [104, 304], [74, 304]]], [[[5, 11], [42, 11], [42, 53], [5, 53]]], [[[73, 7], [104, 7], [104, 51], [73, 51]]], [[[126, 13], [158, 13], [158, 52], [126, 52]]], [[[74, 261], [104, 261], [104, 304], [74, 304]]]]|,60,0
10848,No,|['6', 'O', '3']|,|[97.21412658691406, 83.83499145507812, 95.07766723632812]|,|[[[[77, 7], [98, 7], [98, 44], [77, 44]]], [[[16, 265], [51, 263], [53, 301], [17, 303]]], [[[130, 263], [150, 263], [150, 303], [130, 303]]]]|,60,3
10849,No,|['5', '6']|,|[99.47477722167969, 99.0615005493164]|,|[[[[74, 272], [96, 272], [96, 301], [74, 301]]], [[[118, 272], [136, 272], [136, 304], [118, 304]]]]|,0,56
10850,No,|['6', '6', '8', '3']|,|[68.17223358154297, 68.17223358154297, 88.20757293701172, 99.59027099609375]|,|[[[[63, 11], [86, 11], [86, 46], [63, 46]]], [[[63, 11], [86, 11], [86, 46], [63, 46]]], [[[74, 269], [96, 269], [96, 306], [74, 306]]], [[[124, 272], [148, 272], [148, 308], [124, 308]]]]|,60,83
10851,No,|['9', '2', '6', '4']|,|[82.85929870605469, 90.3969955444336, 92.51383972167969, 73.18268585205078]|,|[[[[63, 0], [90, 0], [90, 46], [63, 46]]], [[[112, 5], [142, 5], [142, 46], [114, 47]]], [[[64, 261], [96, 261], [96, 303], [64, 303]]], [[[114, 267], [148, 267], [148, 310], [114, 310]]]]|,92,64
10852,No,|['7', '7', 'O', '6', '7']|,|[91.03372192382812, 83.92526245117188, 79.3901596069336, 93.52360534667969, 88.1435546875]|,|[[[[63, 10], [90, 10], [90, 45], [63, 45]]], [[[120, 11], [150, 11], [150, 44], [120, 44]]], [[[14, 272], [41, 272], [41, 299], [14, 299]]], [[[71, 269], [92, 269], [92, 299], [71, 299]]], [[[126, 267], [158, 267], [158, 299], [126, 299]]]]|,77,67
10853,No,|['O', 'H', 'O', 't', '>', 'H']|,|[69.22512817382812, 83.53190612792969, 69.22512817382812, 62.635738372802734, 71.17668914794922, 83.53190612792969]|,|[[[[12, 11], [36, 11], [36, 46], [12, 46]]], [[[126, 261], [148, 261], [148, 306], [126, 306]]], [[[12, 11], [36, 11], [36, 46], [12, 46]]], [[[65, 18], [94, 17], [94, 41], [65, 43]]], [[[112, 17], [124, 2], [148, 20], [134, 36]]], [[[126, 261], [148, 261], [148, 306], [126, 306]]]]|,0,0
10854,No,|['9', '6', '9', '6']|,|[90.42921447753906, 94.22976684570312, 90.42921447753906, 94.22976684570312]|,|[[[[71, 5], [92, 5], [92, 41], [71, 41]]], [[[73, 259], [96, 259], [96, 295], [73, 295]]], [[[71, 5], [92, 5], [92, 41], [71, 41]]], [[[73, 259], [96, 259], [96, 295], [73, 295]]]]|,90,60
10855,No,[],[],[],0,0
10856,No,|['3', '3', '6', '2']|,|[97.69586181640625, 97.69586181640625, 96.19945526123047, 94.45328521728516]|,|[[[[128, 11], [154, 11], [154, 44], [128, 44]]], [[[128, 11], [154, 11], [154, 44], [128, 44]]], [[[75, 265], [94, 265], [94, 299], [75, 299]]], [[[126, 265], [150, 265], [150, 299], [126, 299]]]]|,3,62
10857,No,['a'],[55.788612365722656],|[[[[122, 8], [158, 8], [158, 51], [122, 51]]]]|,0,0
10858,No,|['1', '9', '5', '6']|,|[71.10365295410156, 68.70478057861328, 99.17323303222656, 98.4832534790039]|,|[[[[16, 8], [51, 8], [51, 46], [16, 46]]], [[[134, 6], [160, 6], [160, 46], [134, 46]]], [[[75, 267], [104, 267], [104, 301], [75, 301]]], [[[136, 261], [156, 261], [158, 301], [136, 301]]]]|,109,56
10859,No,|['9', '9', '6', '2']|,|[76.88381958007812, 76.88381958007812, 94.42688751220703, 99.41277313232422]|,|[[[[75, 17], [96, 17], [96, 43], [75, 43]]], [[[75, 17], [96, 17], [96, 43], [75, 43]]], [[[79, 270], [102, 270], [102, 293], [79, 293]]], [[[126, 267], [154, 267], [154, 295], [126, 295]]]]|,90,62
10860,No,|['2', '2', '6', '4']|,|[88.88259887695312, 88.88259887695312, 75.58647918701172, 93.4784164428711]|,|[[[[126, 7], [156, 7], [156, 46], [126, 46]]], [[[126, 7], [156, 7], [156, 46], [126, 46]]], [[[70, 263], [98, 263], [98, 301], [70, 301]]], [[[122, 261], [154, 261], [154, 308], [122, 308]]]]|,2,64
10861,No,|['1', '1', '7', '3']|,|[42.24773025512695, 42.24773025512695, 87.24192810058594, 97.71453857421875]|,|[[[[122, 6], [152, 6], [152, 37], [122, 37]]], [[[122, 6], [152, 6], [152, 37], [122, 37]]], [[[83, 259], [108, 259], [110, 295], [84, 297]]], [[[126, 261], [156, 261], [156, 297], [126, 297]]]]|,1,73
